Type,ID,Timestamp,Date,Customer Name,PM Name,User,UserID,Text Preview,Has Thread,Reply Count,Is Bot
"Thread Reply","1745387771.025059","1745387771.025059","2025-04-23","NFCU*","Vijay Srivastva","WE163TH43","WE163TH43","For Pre-rendering scenario - they already have one UI at their to do data filtering and they want to get the data from fdm and list sections present in data and they do preview with selected data from the list.","false","0","false"
"Thread Reply","1745388780.977199","1745388780.977199","2025-04-23","NFCU*","Vijay Srivastva","W4R4VBWQG","W4R4VBWQG","fyi, Customer still didn't have clear understanding how the web service they are designing (for fetching data via FDM) will work and if it will have capability to filter data or not. I would like to wait for their clear requirement before jumping to the strategy.  I am trying to get more details around this from last 2-3 meeting but I think still now they haven't analysed it in detail.","false","0","false"
"Engagement","1745205293.573109","1745205293.573109","* 2025-04-17","IRS*","Vijay Kumar Jalagari","","","* *Attendees:* • Adobe Engineering, Consulting &amp; License • Accenture Federal Technical, Program, and Account Resources *Agenda:* • Forms Categorization/Prioritization • Technology Approach • Core Components • Forms Converter Tooling – Forms Automation Resources *Key Discussions:* 1. *Overall Cus","false","0","false"
"Engagement","1744912326.949669","1744912326.949669","* 2025-04-17","LPL Financial*","Darshan Mahor","","","* • The customer explained their workflow for fetching the metadata required for e-signature and described the Output Service custom endpoint. • They are making two calls to the AEM repository: one to fetch metadata and another to fetch the template based on formID. This second call is redundant sin","true","35","false"
"Thread Reply","1745310331.946889","1745310331.946889","2025-04-22","LPL Financial*","Darshan Mahor","W4RSW3ECC","W4RSW3ECC","<@W4RU5J3JR> did a PoC for converting flat pdfs to XDPs via AFCS sometime back. <@W4R4VBWQG>, hope you have discussed with Gaurav on reusing that. cc: <@U0213T59LMN>  This is for converting pdf to XDPs.. are they also doing some AF creation - perhaps wait for your document that you are creating Darshan.","false","0","false"
"Thread Reply","1745310794.222379","1745310794.222379","2025-04-22","LPL Financial*","Darshan Mahor","W4R4VBWQG","W4R4VBWQG","I discussed with Arneh before going into above call.  <https://cq-dev.slack.com/archives/C04D195JVGS/p1744914003511129?thread_ts=1744825792.076749&amp;cid=C04D195JVGS> . Basically, we have capability in designer also but we need to validate the quality of both, for that I am trying to get collaterals from customer git repo.","false","0","false"
"Thread Reply","1745310875.076669","1745310875.076669","2025-04-22","LPL Financial*","Darshan Mahor","W4RSW3ECC","W4RSW3ECC","yes, we have 3 routes:  1. pdf -> import in designer 2. pdf -> acroform (option in Acrobat to identify fields)-> import in designer 3. pdf/acroform -> AFCS -> xdp.. this I think is not in product.. but was used internally","false","0","false"
"Thread Reply","1745310915.743479","1745310915.743479","2025-04-22","LPL Financial*","Darshan Mahor","W4R4VBWQG","W4R4VBWQG","let me see which one will good result.","false","0","false"
"Thread Reply","1745311027.008969","1745311027.008969","2025-04-22","LPL Financial*","Darshan Mahor","U0213T59LMN","U0213T59LMN","<@W4R4VBWQG>: Let us know if you are blocked anywhere or need any inputs. Also we can share the env details where we have exposed the AFCS &gt;&gt; xdp to try the functionality","false","0","false"
"Thread Reply","1745311101.439759","1745311101.439759","2025-04-22","LPL Financial*","Darshan Mahor","W4R4VBWQG","W4R4VBWQG","<@U0213T59LMN> yes please share the env details, I will try it out .","false","0","false"
"Thread Reply","1745389199.847869","1745389199.847869","2025-04-23","LPL Financial*","Darshan Mahor","W4RU5J3JR","W4RU5J3JR","Env details : <http://nova:4502/>. credentials : admin/admin  For trying out conversions - • Start by uploading the PDF document • convert the pdf using the AFCS service (use the already configured cloud config named 'local' for AFCS) • After the conversion, XDP file will be available in the output folder. Do let me know if you face any issues. cc: <@W4R4VBWQG>","false","0","false"
"Thread Reply","1745389258.133509","1745389258.133509","2025-04-23","LPL Financial*","Darshan Mahor","W4R4VBWQG","W4R4VBWQG","I will try it.  <@W4RU5J3JR> thanks for sharing the env details.","false","0","false"
"Thread Reply","1745582442.056639","1745582442.056639","2025-04-25","LPL Financial*","Darshan Mahor","W4R4VBWQG","W4R4VBWQG","<@W5HEU5M7Y> <@W4R4S9FS4> I had a sync-up with the customer on Thu, 23rd April, where Naveen asked me about enabling the AI feature(Forms Experience Builder) that was demoed to them during the Summit. From what I understand, when they initially asked about it, <@W5HEU5M7Y> had mentioned that It is meant for Adaptive Forms (AF), not XDPs. However, the customer is still interested in trying it out.  I connected within team to get more details on it and get to know that this feature is not in EA (E","false","0","false"
"Thread Reply","1745583201.382009","1745583201.382009","2025-04-25","LPL Financial*","Darshan Mahor","W4R4S9FS4","W4R4S9FS4","We can enable AI capability on their env and let them play with it. Send us their sandbox details and email id.","false","0","false"
"Thread Reply","1745583670.189999","1745583670.189999","2025-04-25","LPL Financial*","Darshan Mahor","W4R4VBWQG","W4R4VBWQG","With Sandbox, you mean environment. right?  this is not CM sandbox program.  &gt; email: <mailto:naveen.sharma@lplfinancial.com|naveen.sharma@lplfinancial.com> &gt; Customer dev env : <https://author-p124307-e1224512.adobeaemcloud.com/>","false","0","false"
"Thread Reply","1745583722.292139","1745583722.292139","2025-04-25","LPL Financial*","Darshan Mahor","W9QMZFR39","W9QMZFR39","<@W4R4S9FS4>, do we have any documentation to share with the customer on Forms Experience Builder Usage?","false","0","false"
"Thread Reply","1745603346.342179","1745603346.342179","2025-04-25","LPL Financial*","Darshan Mahor","W4R4VBWQG","W4R4VBWQG","I discussed this with <@WAM5KDYBZ> this morning, and he mentioned that we currently don't have any documentation for this.","false","0","false"
"Thread Reply","1746537281.731429","1746537281.731429","2025-05-06","LPL Financial*","Darshan Mahor","W4R4VBWQG","W4R4VBWQG","<@W4R4S9FS4> Customer is looking for update on this. can you please confirm if we have enabled it on their env or not?","false","0","false"
"Thread Reply","1746546596.388179","1746546596.388179","2025-05-06","LPL Financial*","Darshan Mahor","W4R4S9FS4","W4R4S9FS4","<@W4RT1UR2Q> <@U0213T59LMN> can you please check and confirm?","false","0","false"
"Thread Reply","1746553769.616159","1746553769.616159","2025-05-06","LPL Financial*","Darshan Mahor","U0213T59LMN","U0213T59LMN","<@W4R4S9FS4>: This is the latest state of LPL , the customer need to complete the survey - cc : <@W4RT1UR2Q>","false","0","false"
"Thread Reply","1746553895.168069","1746553895.168069","2025-05-06","LPL Financial*","Darshan Mahor","W4R4VBWQG","W4R4VBWQG","<@U0213T59LMN> can you please confirm who need to complete the survey? Cindy Underwood or  <mailto:naveen.sharma@lplfinancial.com|naveen.sharma@lplfinancial.com> can also complete that?","false","0","false"
"Thread Reply","1746590727.471419","1746590727.471419","2025-05-07","LPL Financial*","Darshan Mahor","W4RT1UR2Q","W4RT1UR2Q","If its going to be Naveen than let me know I can get invite extended.","false","0","false"
"Thread Reply","1746680617.646349","1746680617.646349","2025-05-08","LPL Financial*","Darshan Mahor","W4RT1UR2Q","W4RT1UR2Q","Invite extended to Naveen","false","0","false"
"Thread Reply","1747127184.559809","1747127184.559809","2025-05-13","LPL Financial*","Darshan Mahor","W4R4VBWQG","W4R4VBWQG","The customer has requested a demo of the AEM Forms AI Assistant Beta.  Can someone please confirm when we can scheduled it with them? cc: <@W9QMZFR39> <@W4R4S9FS4> <@W4RT1UR2Q>","false","0","false"
"Thread Reply","1747128555.828979","1747128555.828979","2025-05-13","LPL Financial*","Darshan Mahor","W9QMZFR39","W9QMZFR39","<@U0213T59LMN>, can you please help here?","false","0","false"
"Thread Reply","1747888205.722279","1747888205.722279","2025-05-22","LPL Financial*","Darshan Mahor","W9QMZFR39","W9QMZFR39","<@W4RT1UR2Q>, Naveen Sharma from LPL has filed and signed the survey. Please confirm. Post that we need to enable the Forms Experience Builder on following customer environments. • Program: 124307      ◦ Dev Env: 1224512     ◦ Stage Env: 1224603 I know <@U0213T59LMN> is on PTO today. <@W4RU5J3JR> do you know the FT for this. I can enable it once <@W4RT1UR2Q> confirms.","false","0","false"
"Thread Reply","1747888798.168279","1747888798.168279","2025-05-22","LPL Financial*","Darshan Mahor","U03N27GAZDZ","U03N27GAZDZ","The FT for the Forms Experience builder is `FT_FORMS-7883`","false","0","false"
"Thread Reply","1747888832.059369","1747888832.059369","2025-05-22","LPL Financial*","Darshan Mahor","W9QMZFR39","W9QMZFR39","<@W4RT1UR2Q>, please confirm if we can enable it on customer environments.","false","0","false"
"Thread Reply","1747889877.078249","1747889877.078249","2025-05-22","LPL Financial*","Darshan Mahor","W4RU708G5","W4RU708G5","We have collated all the relevant FTs at <https://adobe.enterprise.slack.com/docs/T02CAQ0B2/F08T3KZ2VV5>","false","0","false"
"Thread Reply","1747889923.517619","1747889923.517619","2025-05-22","LPL Financial*","Darshan Mahor","W4RU708G5","W4RU708G5","I'd assume the following FT's would be relevant: • `FT_FORMS-7883` • `FT_FORMS-17067` • `FT_FORMS-18566`","false","0","false"
"Thread Reply","1747898695.982839","1747898695.982839","2025-05-22","LPL Financial*","Darshan Mahor","W4R4S9FS4","W4R4S9FS4","<@W9QMZFR39> <@U0213T59LMN> Naveen has signed the agreement. Kindly enable AI Assistant on his env.","false","0","false"
"Thread Reply","1747899014.564999","1747899014.564999","2025-05-22","LPL Financial*","Darshan Mahor","W9QMZFR39","W9QMZFR39","<@W4RU708G5>, do we need to enable all these FTs mentioned in Canvas?","false","0","false"
"Thread Reply","1747899465.217059","1747899465.217059","2025-05-22","LPL Financial*","Darshan Mahor","U0213T59LMN","U0213T59LMN","<@W9QMZFR39>: I am doing it","false","0","false"
"Thread Reply","1747899501.897849","1747899501.897849","2025-05-22","LPL Financial*","Darshan Mahor","U0213T59LMN","U0213T59LMN","I have added a genai segment to be referenced in all FTs and we would be adding any new request in that segment","false","0","false"
"Thread Reply","1747899525.573029","1747899525.573029","2025-05-22","LPL Financial*","Darshan Mahor","W9QMZFR39","W9QMZFR39","I was thinking that you might had already done it.","false","0","false"
"Thread Reply","1747899779.840459","1747899779.840459","2025-05-22","LPL Financial*","Darshan Mahor","U0213T59LMN","U0213T59LMN","<@W4RU708G5>: Marketo and Workfront anyway is EA so until the customer specifically request for it - we would not be enabling it . I have a query for these two • Add panel before a field  • Enable EDS template listing  Can these exist independently as a feature in AEM or these are specific to genai . Also we should be discussing the dependency as in if genai assistant is not enabled these dependent FTs are useless so in the next scrum we should be creating a dependency map of it and i can do the","false","0","false"
"Thread Reply","1747899809.961879","1747899809.961879","2025-05-22","LPL Financial*","Darshan Mahor","W4RU708G5","W4RU708G5","I think these are the 3 ones we would need: ```FT_FORMS-7883 FT_FORMS-17067 FT_FORMS-18566```","false","0","false"
"Thread Reply","1747899819.617139","1747899819.617139","2025-05-22","LPL Financial*","Darshan Mahor","W4RU708G5","W4RU708G5","Let's avoid the other ones","false","0","false"
"Thread Reply","1747899909.825309","1747899909.825309","2025-05-22","LPL Financial*","Darshan Mahor","U0213T59LMN","U0213T59LMN",":done-checkmark:","false","0","false"
"Engagement","1744902425.184379","1744902425.184379","* 2025-04-17","NFCU*","Sunny Marwaha","","","* Had Meeting with NFCU Engineers (Ashish and Ashwairya). • NFCU is looking for dates for MVP features to their usecase primarily FDM, Render API, Basic Rules. • Informed them that by *May end* these features should be available, showcased that we are tracking the sheet where they shared their requi","true","2","false"
"Thread Reply","1745309908.964239","1745309908.964239","2025-04-22","NFCU*","Sunny Marwaha","W4RSW3ECC","W4RSW3ECC","I see a few thousand transactions from NFCU on prod - are they live, <@W4R5LUPK3>?","false","0","false"
"Thread Reply","1745311451.245099","1745311451.245099","2025-04-22","NFCU*","Sunny Marwaha","W4R5LUPK3","W4R5LUPK3","Need to confirm from NFCU, last Thursday meeting attendance was very low. Few months back they informed they are doing testing,","false","0","false"
"Engagement","1744888036.289559","1744888036.289559","* 2025-04-17","Unipol(Partner Reply)*","Dhruv Sharma","","","* *Use-Case*  • The current solution Unipol uses for generating PDFs is Pega. They have integrated it in their product and uses it to define the template for communications. • The template is composed of multiple sections and rules are defined on them for dynamic content. Rules are data based and da","true","2","false"
"Thread Reply","1745309875.210839","1745309875.210839","2025-04-22","Unipol(Partner Reply)*","Dhruv Sharma","W4RSW3ECC","W4RSW3ECC","<@W010NNJV7S8>, we can do competitive analysis here and have pov for product roadmap. cc: <@W5HEU5M7Y>, <@W4R4S9FS4>  Dhurv, what is the next touch point with the partner ?","false","0","false"
"Thread Reply","1745383834.914839","1745383834.914839","2025-04-23","Unipol(Partner Reply)*","Dhruv Sharma","W011U5RAZ7T","W011U5RAZ7T","Hi <@W4RSW3ECC>: We are waiting for their sandbox details to enable Communication Composer for them. <@W010NNJV7S8>: Have the details been shared? Also, we'll deep dive on the Unipol's use-cases and how they are using Pega for Communication PDFs generation.","false","0","false"
"Engagement","1744825792.076749","1744825792.076749","* 2025-04-16","LPL Financial*","Darshan Mahor","","","* *Major pain points for Customer that we need to handle in VIP Engagement:* • *Scalability Issues:* Scalability has been identified as a major challenge, it takes significant time and effort  to design and bind a large number of forms. • *Binding Steps:* The current process involves few steps like ","true","7","false"
"Thread Reply","1744862223.920789","1744862223.920789","2025-04-17","LPL Financial*","Darshan Mahor","W9QMZFR39","W9QMZFR39","Just to add to the above. The major scalability challenge from 20 to 3000 XDPs is the design of each form from scratch. To migrate all forms from their existing, they need some automated process like afcs or gen-ai. New bindings per form are few and seldom.","false","0","false"
"Thread Reply","1744864487.533519","1744864487.533519","2025-04-17","LPL Financial*","Darshan Mahor","W4R5LUPK3","W4R5LUPK3","<@W9QMZFR39> Their existing Forms are in PDF or some other format? Also it would be good to explore if there are any common fragments usecase across 3000 XDPs which would also help in scaling","false","0","false"
"Thread Reply","1744864555.129909","1744864555.129909","2025-04-17","LPL Financial*","Darshan Mahor","W9QMZFR39","W9QMZFR39","They have it in PDF and some JSON format. More details awaited. They are using common fragments — as they say. We have asked for more collateral as Darshan said to further analyse it at our end.","false","0","false"
"Thread Reply","1744905866.083889","1744905866.083889","2025-04-17","LPL Financial*","Darshan Mahor","W4RU4N66R","W4RU4N66R","<@W9QMZFR39> can you check if XDPs follow any standard format for representing field or subform?  Do they also have XSD of this xdps and is there any common structure in xsd?  <@W4RSW3ECC>, <@U0213T59LMN>, <@W4RU708G5>  similar to IRS opportunity in case customer what to create Adaptive Form.","false","0","false"
"Thread Reply","1744914003.511129","1744914003.511129","2025-04-17","LPL Financial*","Darshan Mahor","W4R4VBWQG","W4R4VBWQG","<@W4RU4N66R> Yes, they have a single XSD that they use for binding fields in all the Forms. We have asked for more collateral to analyse the XDPs let me know what do you mean by ""any standard format for representing field or subform"" so that I can have a look from that perspective also.  Yes, we plan to explore AFCS to see if it can help here. I had a  discussion with Arneh about this and He suggested we should gather more forms to assess the quality of the generated PDF forms.  Please note that","false","0","false"
"Thread Reply","1745309764.049049","1745309764.049049","2025-04-22","LPL Financial*","Darshan Mahor","W4RSW3ECC","W4RSW3ECC","I suspect this will be a long-ish engagement  - lets pls write use cases on doc/wiki. IIRC, there were 2 use cases - one where they are using 3rd party app for data capture and using output for pdf generation and second might be Adaptive Form.  What is the input document format ? They mentioned last time that its not XDP and some older format - do we know which is that .. and do they want to convert them to XDPs and struggling there or is that process fast enough and the issue is with AF JSON to","false","0","false"
"Thread Reply","1745309897.734029","1745309897.734029","2025-04-22","LPL Financial*","Darshan Mahor","W4R4VBWQG","W4R4VBWQG","<@W4RSW3ECC> yes, I am create the document and wiki for this.","false","0","false"
"Engagement","1744812451.729969","1744812451.729969","* 2025-04-16","INAIL*","Rupali Mittal","","","* *Discussion on Accessibility Issues in INAIL Forms:* • We reviewed the accessibility issues related to the forms being created by INAIL. • The accessibility team provided several comments, which can be resolved if the correct structure is established by the form designer during the template creati","false","0","false"
"Engagement","1744717007.197449","1744717007.197449","* 2025-04-15","Deutsche Bank*","Sufyan Haroon","","","* • A general discussion happened around how would we handle DB’s migration from older CM to IC on CS.  • We discussed about VIP engagement to to do a pilot migration of couple of letters. As an outcome of this VIP, these letters should be live on CS and we should have an approach in place to migrat","false","0","false"
"Engagement","1744716758.455559","1744716758.455559","* 2025-04-15","Busch Group*","Sufyan Haroon","","","* • The proposal was well received and we have moved to next stage of RFP.  • A call with reference customer from Austria, Constantia Teich is scheduled on April 22, 2025.  • Post this, we will move to next stage of RFP where we will have to present a custom demo of IC on CS to them.  :todo_done: *","true","1","false"
"Thread Reply","1744866603.644419","1744866603.644419","2025-04-17","Busch Group*","Sufyan Haroon","W9QMZFR39","W9QMZFR39","Busch Group  • We have got official confirmation from the Busch Group that we have moved to the next stage of RFP and we have been given a 90 mins slot on May 13, 2025 for demoing our product.  • More details are awaited but we will work with SC and account manager to prepare for this.  cc: <@W4RSW3ECC>","false","0","false"
"Engagement","1744716421.126959","1744716421.126959","* 2025-04-14","Italian Customers -- INAIL &amp; INPS*","Sufyan Haroon","","","* *INAIL* • *Inail Executive Meeting:* Emanuele shared that the executive meeting with Inail was successful, and the client is happy with the technologies being used. They discussed the progress and empowerment provided by the product, which was appreciated by the higher levels. • *Adaptive Forms Ve","false","0","false"
"Engagement","1744371951.163669","1744371951.163669","* 2025-04-09","KBC: Multi modal forms pitch*","Chris J","","","* • Showcased a demo of multi-modal forms to KBC stakeholders to excite them of the feature and get some validation. • They appreciated the feature, but preferred only the conversational screen without the review window, to embed into their mobile apps. • They have a headless usecase, to implement f","true","2","false"
"Thread Reply","1744630429.043439","1744630429.043439","2025-04-14","KBC: Multi modal forms pitch*","Chris J","W4RSW3ECC","W4RSW3ECC","are they existing AEM Forms customer ?","false","0","false"
"Thread Reply","1744701803.765569","1744701803.765569","2025-04-15","KBC: Multi modal forms pitch*","Chris J","W010NNJV7S8","W010NNJV7S8","Yes. they are on 6.5","false","0","false"
"Engagement","1744298197.930249","1744298197.930249","* 2025-04-10","NFCU*","Darshan Mahor","","","* *Discussion Summary*  *IC Editor Issue:*  As of now we don't have any open issue with Editor . • MasterPage Option: The MasterPage option in the editor is causing confusion for customers. It needs to be hidden during fragment creation, as it is not relevant to this use case.  It will be released i","true","3","false"
"Thread Reply","1744298247.940579","1744298247.940579","2025-04-10","NFCU*","Darshan Mahor","W4R4VBWQG","W4R4VBWQG","cc: <@W9QMZFR39> <@W4R5LUPK3> <@WQWCBV6NN>","false","0","false"
"Thread Reply","1744298347.270729","1744298347.270729","2025-04-10","NFCU*","Darshan Mahor","W9QMZFR39","W9QMZFR39","<@W4R4VBWQG>, can you add the point for master pages in fragments as a point of discussion in our scrum sync ups?","false","0","false"
"Thread Reply","1744298539.062419","1744298539.062419","2025-04-10","NFCU*","Darshan Mahor","W4R4VBWQG","W4R4VBWQG","<@W9QMZFR39> sure. I will take care of it.","false","0","false"
"Engagement","1744273244.954249","1744273244.954249","* 2025-04-09","Wells Fargo*","Rupali Mittal","","","* • The meeting was held to address the issue(<https://jira.corp.adobe.com/browse/LC-3922633>)  raised by Four Solutions Partner on behalf of Wells Fargo. Wells Fargo was not aware of this and wanted a demo of the issue and how we are planning to fix it.  • The problem involves text boxes and text f","true","3","false"
"Thread Reply","1744631075.821009","1744631075.821009","2025-04-14","Wells Fargo*","Rupali Mittal","W4R5LUPK3","W4R5LUPK3","<@U031G7ZLRRC> Does our Documentation lists these Best practices around generating Accessible PDF?","false","0","false"
"Thread Reply","1744650415.396469","1744650415.396469","2025-04-14","Wells Fargo*","Rupali Mittal","U031G7ZLRRC","U031G7ZLRRC","<@W4R5LUPK3> All the details are not mentioned in XFA spec","false","0","false"
"Thread Reply","1744687508.834509","1744687508.834509","2025-04-15","Wells Fargo*","Rupali Mittal","W4R5LUPK3","W4R5LUPK3","<@WQWCBV6NN> We should keep updating the documentation as an FAQ","false","0","false"
"Engagement","1744251122.295539","1744251122.295539","* 2025-04-09","IRS (DMAF account)*","Sudhanshu Singh","","","* • Internal meeting - after Emily connected with Accenture Federal • They shared an update that they have ~ 200 forms to be modernised, the actual forms are yet to be finalized • They want to identify if we should continue with Foundation components or core components (more aligned to core-componen","true","2","false"
"Thread Reply","1744251199.016679","1744251199.016679","2025-04-10","IRS (DMAF account)*","Sudhanshu Singh","W4XTCQ07J","W4XTCQ07J","Form to evaluate.","false","0","false"
"Thread Reply","1744251869.819979","1744251869.819979","2025-04-10","IRS (DMAF account)*","Sudhanshu Singh","W4XTCQ07J","W4XTCQ07J","slack channel created: <#C08M44L9GNT|>","false","0","false"
"Engagement","1743762033.710979","1743762033.710979","* 2025-04-03","Brunswick*","Rahul Kumar Singh","","","* *AEM Forms &amp; Marketo Integration Demonstration* • *Presenter:* Rahul Kumar Singh introduced AEM Forms and its Marketo integration. • *Demonstration:* Showcased form authoring, data flow, and lead generation. *Key Topics Covered* 1. *Marketo Integration Setup:* Explained prerequisites (credenti","false","0","false"
"Engagement","1743744842.640529","1743744842.640529","* 2025-04-03","GM Financial*","Vijay Srivastva","","","* *Customer Summary: GMF*  *Use Case:* GMF aims to create templates, documents, and fragments, and generate print-ready PDFs using data in XML or JSON formats.  *Customer's Current Workflow:* • Currently using Smart Com to generate print-ready PDFs. • Possesses a large set of Smartform templates and","true","1","false"
"Thread Reply","1744221060.076799","1744221060.076799","2025-04-09","GM Financial*","Vijay Srivastva","W4R5LUPK3","W4R5LUPK3","<@W5HEU5M7Y> What is the next Action with GM Financial?","false","0","false"
"Engagement","1743742029.638509","1743742029.638509","* 2025-04-03","NFCU*","Vijay Srivastva","","","* *Discussion Summary* *Issues Faced:* 1. *Redirection Issue:* NFCU is experiencing a problem where clicking the edit option in Document, FM does not redirect to the correct ORG. 2. *Fragment Issue:* The header and text field were not taking the full width. This issue has been *fixed* and confirmed ","false","0","false"
"Engagement","1743694263.610439","1743694263.610439","* 2025-04-03","FORD*","Ranjeet Kumar Choudhary","","","* Use Case: Generate static PDF documents (currently using Pinnacle VB-based system) Customer Background: • The customer has 500 documents created using Interactive Communications (IC) in the print channel. • They are also utilizing XDPs. • The customer is transitioning to the cloud but faces challe","false","0","false"
"Engagement","1743694244.944359","1743694244.944359","* 2025-04-02","Cintas*","Sakshat Chahal","","","* Customer's Requirements:  The customer shared an automation process flow for their Policy Exception (PE) form, outlining the steps involved when a submitter submits a form. They wanted us to create a workflow model that would accurately implement the author’s decision-making process based on the s","false","0","false"
"Engagement","1743614921.260569","1743614921.260569","* 2025-04-02","LPL Financial*","Darshan Mahor","","","* *Current Document Generation flow* • The customer fetches JSON data from a web service (BPM tool used for account creation, which extracts form field data and persists it in a database). • JSON is transformed into XML through a two-step process:     ◦ Converting camel case JSON to XML.     ◦ Apply","false","0","false"
"Engagement","1743574464.470509","1743574464.470509","* 2025-04-01","NFCU*","Vijay Srivastva","","","* *Discussion Summary*  *Issues with the Editor* 1. *Resolved Issues:*     ◦ NFCU has confirmed that the earlier issues related to Fragment Width and PDF Preview have been fixed. 2. *Pending Issues:*     ◦ MasterPage Option: The MasterPage option in the editor is causing confusion for customers. It ","true","6","false"
"Thread Reply","1743575005.571809","1743575005.571809","2025-04-02","NFCU*","Vijay Srivastva","W4R4VBWQG","W4R4VBWQG","cc: <@W9QMZFR39> <@WQWCBV6NN> <@W4R5LUPK3>","false","0","false"
"Thread Reply","1743576607.055249","1743576607.055249","2025-04-02","NFCU*","Vijay Srivastva","W4R5LUPK3","W4R5LUPK3","We are working on the IC RM slide, which we can share with NFCU. Regarding new Requirements from NFCU, <@WE163TH43> can you please create a Tab in <https://adobe-my.sharepoint.com/:x:/r/personal/ranjeet_adobe_com/_layouts/15/doc2.aspx?sourcedoc=%7B20a0d84c-895c-4b2e-9ed6-08b3d76974dd%7D&amp;action=edit&amp;activeCell=%27Communication%20Composer%20Tasks%27!C3&amp;wdinitialsession=f327c6e8-f05e-e90a-df3f-c74cfc0b4999&amp;wdrldsc=31&amp;wdrldc=1&amp;wdrldr=AccessTokenExpiredWarningUnauthenticated%2","false","0","false"
"Thread Reply","1743583222.562989","1743583222.562989","2025-04-02","NFCU*","Vijay Srivastva","WE163TH43","WE163TH43","Added in <https://adobe-my.sharepoint.com/:x:/r/personal/ranjeet_adobe_com/_layouts/15/doc2.aspx?sourcedoc=%7B20a0d84c-895c-4b2e-9ed6-08b3d76974dd%7D&amp;action=edit&amp;activeCell=%27Communication%20Composer%20Tasks%27!C3&amp;wdinitialsession=f327c6e8-f05e-e90a-df3f-c74cfc0b4999&amp;wdrldsc=31&amp;wdrldc=1&amp;wdrldr=AccessTokenExpiredWarningUnauthenticated%2CRefreshin|Delrina Timeline.xlsx> under NFCU Tab. cc: <@W4R5LUPK3> <@WQWCBV6NN>","false","0","false"
"Thread Reply","1743617343.686329","1743617343.686329","2025-04-02","NFCU*","Vijay Srivastva","WLWHN4TV3","WLWHN4TV3","&gt; Need to check if the integration with their data source will be supported OOTB what is their end storage data source?","false","0","false"
"Thread Reply","1743617428.127199","1743617428.127199","2025-04-02","NFCU*","Vijay Srivastva","W4R4VBWQG","W4R4VBWQG","<@WLWHN4TV3> As of now they are not aware of it but they mentioned that service exposes rest API end point. Let me know what additional information you need I can get that tomorrow.","false","0","false"
"Thread Reply","1743617800.764759","1743617800.764759","2025-04-02","NFCU*","Vijay Srivastva","WLWHN4TV3","WLWHN4TV3","Thanks, it would be great to know details about their API, if they have swagger endpoint or file for their rest API, it would be great and details about their authentication mechanism.","false","0","false"
"Engagement","1743504476.049889","1743504476.049889","* 2025-04-01","UBS*","Sakshi Arora","","","* Customer needed clarification on product behaviour, which was provided. They would be sending some server logs to support for analysis. :todo_done: *","false","0","false"
"Engagement","1743494486.677729","1743494486.677729","* 2025-03-28","DKV Mobility*","Ravisanker E","","","* • The customer has decided to proceed with the Universal Editor (UE) for forms authoring. • Explained the Form Data Model (FDM) support available in Forms, allowing integration with any open API. Demonstrated UE form creation using the Microsoft Dynamics 365 data schema. • Addressed their queries ","false","0","false"
"Engagement","1743094442.256779","1743094442.256779","* 2025-03-20","Farm Credit Services of America (FCSA)*","Vijay Kumar Jalagari","","","* *Forms License:* *Yes,  Cloud* *Primary Use Case:* Regulated Communication &amp; Adaptive Forms. *Adobe Products in Use:* Sites &amp; Assets In 2023, *FCSA invested in AEM Forms as a Cloud Service*. While they have not yet gone live with any forms, the initial focus was on migrating their *externa","true","1","false"
"Thread Reply","1743094479.422999","1743094479.422999","2025-03-27","Farm Credit Services of America (FCSA)*","Vijay Kumar Jalagari","W4RU4N66R","W4RU4N66R","Next Action • The customer will share a sample form.  • The Adobe team will demonstrate how AEM Forms supports their end-to-end requirements and capabilities.  ","false","0","false"
"Engagement","1743094393.478349","1743094393.478349","* 2025-03-19","LPL*","Vijay Kumar Jalagari","","","* *Forms License:* *Yes,  Cloud* *Primary Use Case:* Regulated Communication &amp; Adaptive Forms. *Adobe Products in Use:* Sites &amp; Assets *Attendees:* Betsy (VP), Naveen Sharma (Manager)   *Current State:*  • Customer has *250+ XDP-based forms* in use.  • They have an *in-house system* that tri","false","0","false"
"Engagement","1743094332.195609","1743094332.195609","* 2025-03-19","Abbvie*","Vijay Kumar Jalagari","","","* *Forms License:* *Yes, On-prem to Cloud* *Primary Use Case:* Adaptive Forms. *Adobe Products in Use:* Sites &amp; Assets *Attendees:* Joe George (Director), Shivendra Vikram Singh (Platform Manager), Sudhakar Vudatha  • The customer has *finalized plans to start migration work from next week (last","false","0","false"
"Engagement","1743094263.729979","1743094263.729979","* 2025-03-18","Charles Schwab*","Vijay Kumar Jalagari","","","* *Forms License:* *Yes, On-prem* *Primary Use Case:* HTML 5 Forms. *Adobe Products in Use:* DAM &amp; Ultimate Success *Attendees:* Michaell (Platform Manager), George (Platform Manager), Abhishek (SME), Dennis (Manager) and Stephane (Technical Lead)  *Current State:* • Customer is currently using ","false","0","false"
"Engagement","1743078577.561109","1743078577.561109","* 2025-03-27","HDFC Bank*","Deepak Maurya","","","* Bank is updating Flow JSON version of *SmartEMI WhatsApp* journey. I shared latest json on 13th March that had minimal changes but Bank wanted to test end to end journey on their internal WABA account before moving to production and UAT testing was blocked . • During go live we made some productio","false","0","false"
